Run	model	alpha	regularization	factors	iterations	precision	recall	f1	map@k
run_323	ALS	92	0.0037596655936876972	533	92	0.1950	0.1950	0.1950	0.0751
run_324	ALS	51	0.002490901990492406	703	45	0.1879	0.1879	0.1879	0.0789
run_325	ALS	98	0.020630458721944182	729	11	0.1690	0.1690	0.1690	0.0644
run_326	ALS	47	0.002494658930738321	616	11	0.1728	0.1728	0.1728	0.0694
run_327	ALS	58	0.006860811923418903	501	23	0.1859	0.1859	0.1859	0.0721
run_328	ALS	57	0.014572970994922574	710	32	0.1893	0.1893	0.1893	0.0788
run_329	ALS	72	0.01699574709650792	664	89	0.2003	0.2003	0.2003	0.0817
run_330	ALS	89	0.01312972307690161	632	54	0.1984	0.1984	0.1984	0.0780
run_331	ALS	52	0.008433584729927442	430	99	0.1878	0.1878	0.1878	0.0724
run_332	ALS	67	0.0027438871567152996	435	10	0.1666	0.1666	0.1666	0.0620
run_333	ALS	49	0.00200030468149598	713	11	0.1698	0.1698	0.1698	0.0700
run_334	ALS	73	0.0014767512496833102	572	81	0.1978	0.1978	0.1978	0.0779
run_335	ALS	46	0.012019916744204313	556	35	0.1885	0.1885	0.1885	0.0767
run_336	ALS	95	0.005691028849134334	542	21	0.1843	0.1843	0.1843	0.0691
run_337	ALS	86	0.019768485921156743	477	94	0.1910	0.1910	0.1910	0.0720
run_338	ALS	42	0.0004076072185206911	714	37	0.1793	0.1793	0.1793	0.0770
run_339	ALS	86	0.013541451825098166	745	5	0.1373	0.1373	0.1373	0.0512
run_340	ALS	51	3.131087251324802e-05	526	95	0.1932	0.1932	0.1932	0.0769
run_341	ALS	88	0.00036353555955934494	576	25	0.1888	0.1888	0.1888	0.0719
run_342	ALS	51	0.05427182216653306	525	69	0.1927	0.1927	0.1927	0.0772
run_343	ALS	91	0.026953849560178385	403	18	0.1697	0.1697	0.1697	0.0610
run_344	ALS	99	0.0004501670645504808	508	19	0.1779	0.1779	0.1779	0.0652
run_345	ALS	41	0.0013503753861970314	498	75	0.1883	0.1883	0.1883	0.0765
run_346	ALS	66	0.005847159474586032	634	29	0.1930	0.1930	0.1930	0.0774
run_347	ALS	50	0.016131737794562888	606	32	0.1900	0.1900	0.1900	0.0777
run_348	ALS	90	0.0005554941644630972	510	81	0.1925	0.1925	0.1925	0.0729
run_349	ALS	57	0.0003240555291648072	410	19	0.1770	0.1770	0.1770	0.0666
run_350	ALS	55	0.004247375196487874	725	63	0.1898	0.1898	0.1898	0.0804
run_351	ALS	53	0.0029492498107967	489	52	0.1919	0.1919	0.1919	0.0759
run_352	ALS	95	0.010080583080596336	553	47	0.1923	0.1923	0.1923	0.0731
run_353	ALS	86	0.005812138373866679	734	87	0.1993	0.1993	0.1993	0.0821
run_354	ALS	76	0.01970433062374354	420	30	0.1813	0.1813	0.1813	0.0672
run_355	ALS	45	0.008914973473482428	566	21	0.1854	0.1854	0.1854	0.0749
run_356	ALS	42	0.002796534249939921	742	25	0.1749	0.1749	0.1749	0.0751
run_357	ALS	60	0.008164892194327955	523	6	0.1511	0.1511	0.1511	0.0563
run_358	ALS	43	0.009767001758741498	616	8	0.1594	0.1594	0.1594	0.0637
run_359	ALS	92	0.017179539930875724	535	17	0.1801	0.1801	0.1801	0.0673
run_360	ALS	67	0.031093522690440425	587	34	0.1934	0.1934	0.1934	0.0768
run_361	ALS	43	0.0138973233582718	588	74	0.1900	0.1900	0.1900	0.0788
run_362	ALS	96	0.0026199871800572623	462	62	0.1852	0.1852	0.1852	0.0682
run_363	ALS	68	0.016731460597527326	648	23	0.1914	0.1914	0.1914	0.0765
run_364	ALS	68	0.006412585504609309	508	78	0.1939	0.1939	0.1939	0.0752
run_365	ALS	41	0.010369531567463263	555	64	0.1871	0.1871	0.1871	0.0772
run_366	ALS	94	0.023956457115118356	649	40	0.1970	0.1970	0.1970	0.0777
run_367	ALS	96	0.007239082393651563	682	39	0.1963	0.1963	0.1963	0.0780
run_368	ALS	98	0.017381210271879277	635	90	0.2010	0.2010	0.2010	0.0795
run_369	ALS	60	0.015503366673089181	606	72	0.1971	0.1971	0.1971	0.0800
run_370	ALS	60	0.014664550569960206	594	23	0.1889	0.1889	0.1889	0.0752
run_371	ALS	81	0.0005723814089698405	574	11	0.1721	0.1721	0.1721	0.0647
run_372	ALS	89	0.004657881472531107	716	79	0.1992	0.1992	0.1992	0.0810
run_373	ALS	89	0.005710533374404743	433	41	0.1807	0.1807	0.1807	0.0662
run_374	ALS	90	0.002525815735616267	561	16	0.1801	0.1801	0.1801	0.0671
run_375	ALS	51	0.009298294317328513	623	76	0.1940	0.1940	0.1940	0.0799
run_376	ALS	42	0.004092015437171579	703	38	0.1817	0.1817	0.1817	0.0777
run_377	ALS	90	0.010681596864910237	429	76	0.1840	0.1840	0.1840	0.0677
run_378	ALS	91	0.029791970640009963	606	21	0.1871	0.1871	0.1871	0.0715
run_379	ALS	91	0.001356120479101213	556	30	0.1887	0.1887	0.1887	0.0713
run_380	ALS	54	0.03332623969355745	584	55	0.1943	0.1943	0.1943	0.0782
run_381	ALS	63	0.02238833667876326	422	76	0.1868	0.1868	0.1868	0.0708
run_382	ALS	85	0.02018886406158269	432	56	0.1841	0.1841	0.1841	0.0678
run_383	ALS	55	0.01384303620276101	671	82	0.1935	0.1935	0.1935	0.0802
run_384	ALS	70	0.004128763376669155	599	80	0.1987	0.1987	0.1987	0.0790
run_385	ALS	87	0.011444308993601634	580	15	0.1800	0.1800	0.1800	0.0676
run_386	ALS	94	0.006843664470354535	581	20	0.1846	0.1846	0.1846	0.0697
run_387	ALS	84	0.009342712871465118	692	66	0.2005	0.2005	0.2005	0.0812
run_388	ALS	62	0.002148555023406747	622	72	0.1978	0.1978	0.1978	0.0802
run_389	ALS	60	0.009493003606756738	587	37	0.1939	0.1939	0.1939	0.0771
run_390	ALS	78	0.010823489107372884	405	14	0.1692	0.1692	0.1692	0.0615
run_391	ALS	52	0.0018122343997871077	446	13	0.1742	0.1742	0.1742	0.0672
run_392	ALS	99	0.0014053822183089835	653	10	0.1653	0.1653	0.1653	0.0613
run_393	ALS	69	0.01665322798335395	690	72	0.1974	0.1974	0.1974	0.0813
run_394	ALS	71	0.006346716339992147	527	37	0.1930	0.1930	0.1930	0.0753
run_395	ALS	65	0.0008940973378789435	678	63	0.1973	0.1973	0.1973	0.0810
run_396	ALS	98	0.0005605937270530929	419	37	0.1759	0.1759	0.1759	0.0637
run_397	ALS	43	0.009380905336104153	460	11	0.1675	0.1675	0.1675	0.0648
run_398	ALS	67	0.025793553769489466	434	80	0.1882	0.1882	0.1882	0.0714
run_399	ALS	99	0.015056949714303157	642	48	0.1975	0.1975	0.1975	0.0777
run_400	ALS	57	0.013684415033768492	590	43	0.1940	0.1940	0.1940	0.0776
run_401	ALS	66	0.0007520455531354231	655	89	0.1998	0.1998	0.1998	0.0820
run_402	ALS	46	0.03451665217517383	667	99	0.1880	0.1880	0.1880	0.0792
run_403	ALS	75	0.012944842752199665	582	98	0.1997	0.1997	0.1997	0.0792
run_404	ALS	65	0.001431737433674191	448	48	0.1869	0.1869	0.1869	0.0708
run_405	ALS	53	0.0025038536602797474	519	87	0.1931	0.1931	0.1931	0.0768
run_406	ALS	96	0.0029805008815063515	503	34	0.1841	0.1841	0.1841	0.0685
run_407	ALS	98	0.0021910010054174167	638	10	0.1670	0.1670	0.1670	0.0623
run_408	ALS	56	0.007610284792276279	551	55	0.1945	0.1945	0.1945	0.0777
run_409	ALS	79	0.0020482483716994094	705	80	0.2006	0.2006	0.2006	0.0823
run_410	ALS	66	0.0095270379025764	589	26	0.1924	0.1924	0.1924	0.0763
run_411	ALS	51	0.028803869506144473	610	56	0.1931	0.1931	0.1931	0.0792
run_412	ALS	90	0.008994151220422521	680	95	0.2002	0.2002	0.2002	0.0808
run_413	ALS	55	0.004152381200281272	473	47	0.1891	0.1891	0.1891	0.0739
run_414	ALS	54	0.01870339517324686	607	88	0.1958	0.1958	0.1958	0.0800
run_415	ALS	59	0.012501930717684516	744	22	0.1865	0.1865	0.1865	0.0775
run_416	ALS	90	0.0038377592799417916	589	79	0.1983	0.1983	0.1983	0.0774
run_417	ALS	76	0.001061661057668253	550	69	0.1966	0.1966	0.1966	0.0761
run_418	ALS	59	0.014561468463562684	631	69	0.1964	0.1964	0.1964	0.0800
run_419	ALS	97	0.009043005380890657	519	11	0.1671	0.1671	0.1671	0.0607
run_420	ALS	59	0.0027792323233826184	673	47	0.1944	0.1944	0.1944	0.0807
run_421	ALS	43	0.041866699274924715	542	67	0.1880	0.1880	0.1880	0.0766
run_422	ALS	44	0.0018064390735749545	719	61	0.1830	0.1830	0.1830	0.0787
run_423	ALS	87	0.0037170996971465685	662	9	0.1648	0.1648	0.1648	0.0619
run_424	ALS	96	0.006069455650272067	604	46	0.1950	0.1950	0.1950	0.0752
run_425	ALS	96	0.004370830784639584	632	25	0.1895	0.1895	0.1895	0.0736
run_426	ALS	98	0.0174765031082051	493	22	0.1806	0.1806	0.1806	0.0660
run_427	ALS	55	0.016664088731232877	408	99	0.1854	0.1854	0.1854	0.0711
run_428	ALS	81	0.00047247120038534744	617	86	0.2004	0.2004	0.2004	0.0795
run_429	ALS	49	0.02850046280767158	728	9	0.1614	0.1614	0.1614	0.0658
run_430	ALS	79	0.0058944966453981186	401	58	0.1799	0.1799	0.1799	0.0663
run_431	ALS	41	0.020052033288751606	677	91	0.1829	0.1829	0.1829	0.0779
run_432	ALS	88	0.01609154040472601	522	53	0.1932	0.1932	0.1932	0.0734
run_433	ALS	83	0.004200559409817968	511	42	0.1924	0.1924	0.1924	0.0738
run_434	ALS	87	0.014264142368611041	663	12	0.1758	0.1758	0.1758	0.0668
run_435	ALS	87	0.0009613961622913285	558	77	0.1975	0.1975	0.1975	0.0763
run_436	ALS	88	0.02033487563352657	653	19	0.1871	0.1871	0.1871	0.0729
run_437	ALS	89	0.013638376983566923	742	75	0.1991	0.1991	0.1991	0.0819
run_438	ALS	73	0.009232407744583839	452	42	0.1872	0.1872	0.1872	0.0704
run_439	ALS	48	0.00206580847371936	602	55	0.1924	0.1924	0.1924	0.0789
run_440	ALS	40	0.01832055326693801	492	32	0.1832	0.1832	0.1832	0.0738
run_441	ALS	86	0.0011127032557537709	734	46	0.1970	0.1970	0.1970	0.0803
run_442	ALS	88	0.0047618247151383145	621	36	0.1939	0.1939	0.1939	0.0756
run_443	ALS	63	0.0014926680270165482	686	5	0.1390	0.1390	0.1390	0.0524
run_444	ALS	74	0.015617461612688503	716	68	0.1976	0.1976	0.1976	0.0818
run_445	ALS	67	0.02901587178892015	462	18	0.1809	0.1809	0.1809	0.0675
run_446	ALS	52	0.010793220157888675	414	95	0.1864	0.1864	0.1864	0.0718
run_447	ALS	74	0.0033880420400135003	456	35	0.1846	0.1846	0.1846	0.0688
run_448	ALS	57	0.010154375126912061	505	13	0.1759	0.1759	0.1759	0.0674
run_449	ALS	88	0.022209255736471915	580	50	0.1954	0.1954	0.1954	0.0762
run_450	ALS	62	0.030734042768478482	486	17	0.1833	0.1833	0.1833	0.0703
run_451	ALS	88	0.007384864771884191	634	86	0.2003	0.2003	0.2003	0.0791
run_452	ALS	44	0.0045314860345412305	449	49	0.1854	0.1854	0.1854	0.0733
run_453	ALS	66	0.01103354704883224	643	72	0.1971	0.1971	0.1971	0.0802
run_454	ALS	56	0.0028001334644642464	445	69	0.1900	0.1900	0.1900	0.0733
run_455	ALS	57	0.002025569238446922	440	86	0.1887	0.1887	0.1887	0.0731
run_456	ALS	96	0.009539967279684662	469	90	0.1883	0.1883	0.1883	0.0701
run_457	ALS	63	0.0016148025629891087	550	94	0.1974	0.1974	0.1974	0.0782
run_458	ALS	99	0.0066568100039617155	544	16	0.1764	0.1764	0.1764	0.0653
run_459	ALS	67	0.06472647865907787	523	36	0.1923	0.1923	0.1923	0.0745
run_460	ALS	45	0.01014360885175705	645	45	0.1883	0.1883	0.1883	0.0789
run_461	ALS	80	0.002203672054130783	545	57	0.1953	0.1953	0.1953	0.0757
run_462	ALS	76	0.004279461523158916	687	69	0.1995	0.1995	0.1995	0.0817
run_463	ALS	80	0.027781248331229923	477	79	0.1897	0.1897	0.1897	0.0719
run_464	ALS	75	0.016284647046917435	549	27	0.1917	0.1917	0.1917	0.0738
run_465	ALS	46	0.009008871971226285	700	74	0.1871	0.1871	0.1871	0.0800
run_466	ALS	69	0.004275808883502856	584	50	0.1976	0.1976	0.1976	0.0781
run_467	ALS	65	0.006318409783767595	411	66	0.1854	0.1854	0.1854	0.0694
run_468	ALS	48	0.01695753190594921	449	84	0.1875	0.1875	0.1875	0.0739
run_469	ALS	41	0.0035088455043221127	493	78	0.1867	0.1867	0.1867	0.0753
run_470	ALS	78	0.003949135530360719	648	60	0.1985	0.1985	0.1985	0.0793
run_471	ALS	55	0.01305348029632952	556	56	0.1939	0.1939	0.1939	0.0773
run_472	ALS	63	0.003134643730733369	501	8	0.1625	0.1625	0.1625	0.0607
run_473	ALS	66	0.0037776975264480345	435	35	0.1839	0.1839	0.1839	0.0699
run_474	ALS	81	0.0040581783673649735	516	50	0.1911	0.1911	0.1911	0.0730
run_475	ALS	98	0.012775039253253918	697	11	0.1698	0.1698	0.1698	0.0640
run_476	ALS	90	0.02528823260227006	685	55	0.1988	0.1988	0.1988	0.0798
run_477	ALS	69	0.0007551748849837649	746	21	0.1863	0.1863	0.1863	0.0758
run_478	ALS	81	0.032293050998825505	695	63	0.1983	0.1983	0.1983	0.0806
run_479	ALS	47	0.01144748405626223	407	87	0.1838	0.1838	0.1838	0.0712
run_480	ALS	54	0.004541154834852302	589	44	0.1939	0.1939	0.1939	0.0783
run_481	ALS	91	0.054958286711657145	710	33	0.1946	0.1946	0.1946	0.0785
run_482	ALS	83	0.0029167737477450995	459	41	0.1859	0.1859	0.1859	0.0694
run_483	ALS	96	0.0070548611518426885	676	90	0.2025	0.2025	0.2025	0.0815
run_484	ALS	78	0.011202033256303985	730	39	0.1941	0.1941	0.1941	0.0796
run_485	ALS	62	0.0016201136321949135	458	26	0.1854	0.1854	0.1854	0.0706
run_486	ALS	62	0.0077274845653950795	637	8	0.1643	0.1643	0.1643	0.0633
run_487	ALS	72	0.00433144595014625	704	35	0.1946	0.1946	0.1946	0.0796
run_488	ALS	49	0.005367556884892025	661	25	0.1860	0.1860	0.1860	0.0771
run_489	ALS	92	0.0025985926474549653	673	46	0.1983	0.1983	0.1983	0.0788
run_490	ALS	60	0.011173639408866357	400	20	0.1765	0.1765	0.1765	0.0660
run_491	ALS	63	0.0002642382058483682	409	94	0.1859	0.1859	0.1859	0.0703
run_492	ALS	87	0.00038212186388713264	484	78	0.1904	0.1904	0.1904	0.0717
run_493	ALS	90	0.0070357149340605305	635	85	0.2008	0.2008	0.2008	0.0792
run_494	ALS	85	0.0006488135750957415	626	46	0.1973	0.1973	0.1973	0.0779
run_495	ALS	70	0.006421888423011033	503	66	0.1928	0.1928	0.1928	0.0740
run_496	ALS	53	0.007466771949893557	470	82	0.1900	0.1900	0.1900	0.0745
run_497	ALS	75	0.017237668016635916	405	64	0.1835	0.1835	0.1835	0.0679
run_498	ALS	47	0.013548286762467028	681	18	0.1796	0.1796	0.1796	0.0741
run_499	ALS	99	0.003509609869723725	632	62	0.1993	0.1993	0.1993	0.0785
run_500	ALS	92	0.0013556919681058225	735	29	0.1915	0.1915	0.1915	0.0765
run_501	bpr	70	0.0017078410402847077	649	35	0.0341	0.0341	0.0341	0.0084
run_502	lmf	75	0.004033931259150333	767	75	0.0034	0.0034	0.0034	0.0004
run_503	bpr	82	0.006315738851546094	313	68	0.0794	0.0794	0.0794	0.0204
run_504	lmf	34	0.001341200591869475	928	31	0.0034	0.0034	0.0034	0.0004
run_505	lmf	47	0.012539590417472473	378	78	0.0034	0.0034	0.0034	0.0004
run_506	bpr	57	0.010518257424704854	221	9	0.0311	0.0311	0.0311	0.0072
run_507	bpr	83	0.0032058577431640957	227	5	0.0333	0.0333	0.0333	0.0082
run_508	bpr	69	0.002129534411565654	733	16	0.0697	0.0697	0.0697	0.0188
run_509	lmf	96	0.02218668706179228	707	5	0.0034	0.0034	0.0034	0.0004
run_510	lmf	42	0.007436306576211563	632	22	0.0034	0.0034	0.0034	0.0004
run_511	lmf	11	0.007608695618721262	707	16	0.0034	0.0034	0.0034	0.0004
run_512	lmf	83	0.026020210809202818	752	12	0.0034	0.0034	0.0034	0.0004
run_513	lmf	58	0.006243048944792532	649	71	0.0034	0.0034	0.0034	0.0004
run_514	bpr	92	0.04421855564665569	956	86	0.0495	0.0495	0.0495	0.0119
run_515	lmf	60	0.003324713991937447	639	7	0.0034	0.0034	0.0034	0.0004
run_516	lmf	29	0.01127063949020296	972	90	0.0034	0.0034	0.0034	0.0004
run_517	lmf	72	0.0125870730037558	479	90	0.0034	0.0034	0.0034	0.0004
run_518	bpr	98	0.013251145856512861	299	44	0.0748	0.0748	0.0748	0.0194
run_519	bpr	37	0.01038231960706139	778	84	0.0791	0.0791	0.0791	0.0213
run_520	bpr	10	0.003489476510874563	732	5	0.0495	0.0495	0.0495	0.0128
run_521	bpr	99	0.0106917523436698	351	50	0.0735	0.0735	0.0735	0.0194
run_522	lmf	40	0.0016563033200689935	59	23	0.0012	0.0012	0.0012	0.0002
run_523	lmf	70	0.005494432162988552	100	73	0.0015	0.0015	0.0015	0.0002
run_524	lmf	53	0.005442522346086481	419	38	0.0034	0.0034	0.0034	0.0004
run_525	lmf	27	0.002642032511902685	884	19	0.0034	0.0034	0.0034	0.0004
run_526	bpr	99	0.0011395576029121079	251	20	0.0804	0.0804	0.0804	0.0212
run_527	lmf	27	0.00022338933892385995	978	31	0.0034	0.0034	0.0034	0.0004
run_528	bpr	77	0.02163253264691192	863	5	0.0335	0.0335	0.0335	0.0082
run_529	lmf	70	0.004684476070069612	454	91	0.0034	0.0034	0.0034	0.0004
run_530	lmf	37	0.0005714026748410814	976	81	0.0034	0.0034	0.0034	0.0004
run_531	bpr	80	0.02188929424195367	517	62	0.0647	0.0647	0.0647	0.0164
run_532	lmf	34	1.243657760338323e-05	362	12	0.0034	0.0034	0.0034	0.0004
run_533	bpr	49	0.0016113737552673046	518	26	0.0811	0.0811	0.0811	0.0216
run_534	bpr	14	0.024734318836159563	609	92	0.0665	0.0665	0.0665	0.0169
run_535	lmf	86	0.008539371153483783	111	78	0.0018	0.0018	0.0018	0.0003
run_536	bpr	79	0.02721655770205577	444	10	0.0631	0.0631	0.0631	0.0165
run_537	lmf	53	0.029989458895880866	886	75	0.0034	0.0034	0.0034	0.0004
run_538	bpr	75	0.00992225418680349	998	35	0.0709	0.0709	0.0709	0.0186
run_539	bpr	64	0.0019813776364179035	969	38	0.0831	0.0831	0.0831	0.0221
run_540	bpr	17	0.0012618394681573654	588	57	0.0834	0.0834	0.0834	0.0221
run_541	lmf	65	0.026723659318382026	532	98	0.0034	0.0034	0.0034	0.0004
run_542	lmf	39	0.004653332819190395	158	12	0.0013	0.0013	0.0013	0.0002
run_543	lmf	43	0.0064269639950641465	875	68	0.0034	0.0034	0.0034	0.0004
run_544	bpr	38	0.002940245591065782	436	13	0.0696	0.0696	0.0696	0.0180
run_545	lmf	33	0.011775769055324204	852	5	0.0034	0.0034	0.0034	0.0004
run_546	bpr	99	0.0066961689906940595	314	93	0.0740	0.0740	0.0740	0.0199
run_547	bpr	45	0.00930847452554993	192	36	0.0719	0.0719	0.0719	0.0191
run_548	lmf	27	0.007245251516707372	584	87	0.0034	0.0034	0.0034	0.0004
run_549	bpr	55	0.001762969885563585	139	97	0.0856	0.0856	0.0856	0.0229
run_550	bpr	44	0.01793974188493939	899	10	0.0616	0.0616	0.0616	0.0157
run_551	lmf	21	0.02520392244014091	721	6	0.0034	0.0034	0.0034	0.0004
run_552	bpr	71	0.030172626512847665	536	53	0.0678	0.0678	0.0678	0.0178
run_553	lmf	52	0.012671560479160324	352	48	0.0034	0.0034	0.0034	0.0004
run_554	lmf	13	0.017181258231490575	535	28	0.0034	0.0034	0.0034	0.0004
run_555	lmf	73	0.004507917687220502	992	17	0.0034	0.0034	0.0034	0.0004
run_556	lmf	80	0.009871896013815794	970	74	0.0034	0.0034	0.0034	0.0004
run_557	bpr	10	0.01822189781749575	245	45	0.0575	0.0575	0.0575	0.0154
run_558	lmf	43	0.00975171552669728	946	6	0.0034	0.0034	0.0034	0.0004
run_559	lmf	83	0.0038161732162382022	80	47	0.0014	0.0014	0.0014	0.0003
run_560	lmf	31	0.012733718241082076	362	44	0.0034	0.0034	0.0034	0.0004
run_561	lmf	47	0.0054559408075739845	236	7	0.0034	0.0034	0.0034	0.0004
run_562	bpr	23	0.010731899878265179	608	94	0.0656	0.0656	0.0656	0.0174
run_563	lmf	26	0.0054823328810211	395	70	0.0034	0.0034	0.0034	0.0004
run_564	bpr	52	0.005886748831186724	479	63	0.0814	0.0814	0.0814	0.0214
run_565	lmf	91	0.015249207149393042	882	23	0.0034	0.0034	0.0034	0.0004
run_566	lmf	64	0.003062842630405222	638	50	0.0034	0.0034	0.0034	0.0004
run_567	lmf	15	0.016477538943521972	878	53	0.0034	0.0034	0.0034	0.0004
run_568	lmf	84	0.009496270499489442	493	18	0.0034	0.0034	0.0034	0.0004
run_569	lmf	56	0.001054972600052571	358	63	0.0034	0.0034	0.0034	0.0004
run_570	lmf	27	0.0026345380286331745	578	91	0.0034	0.0034	0.0034	0.0004
run_571	bpr	27	0.002934405086909603	606	75	0.0582	0.0582	0.0582	0.0140
run_572	bpr	78	0.015797335491610703	933	93	0.0752	0.0752	0.0752	0.0198
run_573	bpr	56	0.02141449943221466	693	32	0.0560	0.0560	0.0560	0.0146
run_574	lmf	94	0.002113007224635609	320	61	0.0034	0.0034	0.0034	0.0004
run_575	lmf	49	0.004443841657879489	249	72	0.0034	0.0034	0.0034	0.0004
run_576	bpr	97	0.0034839962111435415	892	18	0.0336	0.0336	0.0336	0.0083
run_577	lmf	37	0.0001718069022521156	82	78	0.0012	0.0012	0.0012	0.0002
run_578	bpr	42	0.005689988676056368	523	67	0.0797	0.0797	0.0797	0.0212
run_579	bpr	56	0.0016145904837273361	825	53	0.0791	0.0791	0.0791	0.0210
run_580	bpr	52	0.008539330408623272	94	15	0.0758	0.0758	0.0758	0.0198
run_581	lmf	46	0.027991437947251178	840	23	0.0034	0.0034	0.0034	0.0004
run_582	bpr	95	0.0011855782276025879	728	62	0.0829	0.0829	0.0829	0.0220
run_583	lmf	87	0.0016667479589166662	453	94	0.0034	0.0034	0.0034	0.0004
run_584	lmf	10	0.002575053402541459	534	92	0.0034	0.0034	0.0034	0.0004
run_585	bpr	39	0.013356097204044638	967	60	0.0719	0.0719	0.0719	0.0191
run_586	bpr	65	0.00548959304596056	414	40	0.0766	0.0766	0.0766	0.0198
run_587	bpr	66	0.002284644099589641	699	44	0.0829	0.0829	0.0829	0.0218
run_588	bpr	13	0.00011888355266014948	490	60	0.0801	0.0801	0.0801	0.0215
run_589	bpr	40	0.011480116978484774	962	28	0.0697	0.0697	0.0697	0.0189
run_590	lmf	75	0.020519979743939664	782	44	0.0034	0.0034	0.0034	0.0004
run_591	lmf	38	0.0019990252052724316	937	22	0.0034	0.0034	0.0034	0.0004
run_592	bpr	10	0.006089619457049127	456	59	0.0820	0.0820	0.0820	0.0219
run_593	lmf	89	0.0010459883254413994	404	97	0.0034	0.0034	0.0034	0.0004
run_594	lmf	56	0.03300502391536361	507	5	0.0034	0.0034	0.0034	0.0004
run_595	bpr	95	0.0287812918411768	138	85	0.0695	0.0695	0.0695	0.0179
run_596	bpr	86	0.014228248638860588	869	94	0.0727	0.0727	0.0727	0.0187
run_597	lmf	34	7.320006946055737e-05	612	35	0.0034	0.0034	0.0034	0.0004
run_598	lmf	72	0.019079681226601163	259	19	0.0034	0.0034	0.0034	0.0004
run_599	bpr	48	0.005431605174243455	319	36	0.0817	0.0817	0.0817	0.0217
run_600	bpr	36	0.009121199310976923	613	25	0.0753	0.0753	0.0753	0.0198
run_601	bpr	75	0.010819590489216022	630	59	0.0769	0.0769	0.0769	0.0205
run_602	lmf	39	0.013824892752399174	943	52	0.0034	0.0034	0.0034	0.0004
run_603	lmf	95	0.013460561674127167	595	89	0.0034	0.0034	0.0034	0.0004
run_604	lmf	12	0.007884193764239903	906	89	0.0034	0.0034	0.0034	0.0004
run_605	lmf	53	0.005325300795037585	767	40	0.0034	0.0034	0.0034	0.0004
run_606	bpr	78	9.133417427025193e-05	794	87	0.0661	0.0661	0.0661	0.0158
run_607	lmf	55	0.028455818837393957	462	88	0.0034	0.0034	0.0034	0.0004
run_608	lmf	79	0.03546961262346599	920	33	0.0034	0.0034	0.0034	0.0004
run_609	lmf	33	0.0031897074250315537	254	33	0.0034	0.0034	0.0034	0.0004
run_610	lmf	59	0.0023715130114321647	787	83	0.0034	0.0034	0.0034	0.0004
run_611	bpr	75	0.011253604878108059	159	75	0.0806	0.0806	0.0806	0.0214
run_612	lmf	20	0.0020092122531380715	853	61	0.0034	0.0034	0.0034	0.0004
run_613	lmf	69	0.003106242034039831	365	86	0.0034	0.0034	0.0034	0.0004
run_614	lmf	86	0.007658414108006069	726	73	0.0034	0.0034	0.0034	0.0004
run_615	lmf	64	0.023147915667733755	460	9	0.0034	0.0034	0.0034	0.0004
run_616	bpr	94	0.02200160091153775	554	18	0.0678	0.0678	0.0678	0.0180
run_617	bpr	30	0.00040768037948083055	384	60	0.0762	0.0762	0.0762	0.0192
run_618	lmf	25	0.001337984540694766	747	41	0.0034	0.0034	0.0034	0.0004
run_619	lmf	80	0.014537323825869983	53	28	0.0011	0.0011	0.0011	0.0002
run_620	bpr	39	0.011929339689989977	519	47	0.0765	0.0765	0.0765	0.0199
run_621	lmf	87	0.017307255926352877	306	7	0.0034	0.0034	0.0034	0.0004
run_622	lmf	98	0.0002418628863759102	488	69	0.0034	0.0034	0.0034	0.0004
run_623	bpr	23	0.008922735670066644	844	99	0.0803	0.0803	0.0803	0.0212
run_624	bpr	63	0.0017449729450040455	85	48	0.0838	0.0838	0.0838	0.0225
run_625	bpr	70	0.0046294481403661505	973	74	0.0831	0.0831	0.0831	0.0220
run_626	lmf	55	0.01012647290698768	986	97	0.0034	0.0034	0.0034	0.0004
run_627	lmf	58	0.009398244371234033	143	90	0.0011	0.0011	0.0011	0.0002
run_628	bpr	17	0.007362713889126714	851	72	0.0819	0.0819	0.0819	0.0218
run_629	bpr	58	0.009077691508572494	871	72	0.0802	0.0802	0.0802	0.0214
run_630	lmf	28	0.006238268926528095	879	55	0.0034	0.0034	0.0034	0.0004
run_631	bpr	85	0.0009382560945158019	149	80	0.0765	0.0765	0.0765	0.0193
run_632	bpr	96	0.013330436395699698	688	17	0.0661	0.0661	0.0661	0.0171
run_633	bpr	13	0.013011718839461055	816	40	0.0744	0.0744	0.0744	0.0196
run_634	lmf	18	0.0006235240658006451	605	27	0.0034	0.0034	0.0034	0.0004
run_635	bpr	92	0.008049337906862965	989	68	0.0793	0.0793	0.0793	0.0208
run_636	lmf	14	0.004138328443424827	228	13	0.0034	0.0034	0.0034	0.0004
run_637	lmf	80	0.0020591961891787683	881	36	0.0034	0.0034	0.0034	0.0004
run_638	bpr	46	0.010235977535648763	290	34	0.0774	0.0774	0.0774	0.0204
run_639	lmf	35	0.00526246030867224	986	81	0.0034	0.0034	0.0034	0.0004
run_640	lmf	45	0.007358591987074787	80	55	0.0014	0.0014	0.0014	0.0003
run_641	bpr	21	0.020897739836832473	393	20	0.0689	0.0689	0.0689	0.0183
run_642	bpr	43	0.007077373645107644	574	14	0.0606	0.0606	0.0606	0.0159
run_643	bpr	71	0.0033154979907986694	579	88	0.0605	0.0605	0.0605	0.0148
run_644	bpr	36	0.0019908481251762118	874	54	0.0836	0.0836	0.0836	0.0223
